"Province","District","Facility","DatimTarget","DATIMTarget_Adj","Indicator","Group"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Lubwe Mission Hospital",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",8,8,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Mwewa Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Nambale Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",0,0,"HTS_TST_POS","Peads"
" "," ","Chisheta Rural Health Centre",30,30,"HTS_TST_POS","Peads"
"Luapula","Chipili","Chipili Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Chipili","Kalundu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chipili","Luminu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chipili","Mukanga Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Chipili","Mutipula Rural Health Centre",0,0,"HTS_TST_POS","Peads"
" "," ","Mukonshi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
" "," ","Mupeta Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Chipili","Mwenda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Kawambwa District Hospital",9,9,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Munkanta Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Kawambwa","Muyembe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Lunga","Nsalushi Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Buntungwa Urban Health Centre",9,9,"HTS_TST_POS","Peads"
"Luapula","Mansa","Central Urban Health Centre",11,11,"HTS_TST_POS","Peads"
"Luapula","Mansa","Chisembe Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Chisunka Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Fibale Health Post",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Fimpulu Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Fiyongoli Health Post",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kabunda Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kafula Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kansenga Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kapanda Mini-Hospital",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kapompwa Health Post",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Kasongo Mini-Hospital",10,10,"HTS_TST_POS","Peads"
"Luapula","Mansa","Katangwe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Lubende Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mabumba Rural Health Centre",0,0,"HTS_TST_POS","Peads"
" "," ","Mashimi Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Malamba Health Post",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mano Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mansa Correctional Facility",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mansa District Hospital",3,3,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mansa General Hospital",15,15,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mantumbusa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Matanda Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Matelo Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mibenge Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Moloshi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mufuma Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Musaila Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Musumali Health Post",7,7,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mutiti Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Muwanguni Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Mwela Health Post",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Namwandwe Health Post",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Ndoba Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Mansa","Nsonga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Sande Health Post",1,1,"HTS_TST_POS","Peads"
"Luapula","Mansa","Senama Level1 Hospital",14,14,"HTS_TST_POS","Peads"
"Luapula","Mansa","Sumbu Health Post",4,4,"HTS_TST_POS","Peads"
"Luapula","Milenge","Chipundu Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Kabange Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Kapalala Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Lwela Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Milenge District Hospital",3,3,"HTS_TST_POS","Peads"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Mulumbi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Milenge","Sokontwe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",6,6,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",6,6,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",6,6,"HTS_TST_POS","Peads"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Chibondo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Kashiba Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Kawama Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Lubunda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Lukwesa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Mambilima Mission Hospital",6,6,"HTS_TST_POS","Peads"
"Luapula","Mwense","Mununshi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Musangu Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Mwense","Musonda Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Mwense","Mwense District Hospital",3,3,"HTS_TST_POS","Peads"
"Luapula","Mwense","Mwense Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Chisenga Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kabuta Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",3,3,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kambwali Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kapambwe Health Post",3,3,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",10,10,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kasumpa Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kefulwa Health Post",3,3,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Kilwa Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Lushiba Health Post",7,7,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Mantampala Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Mulwe Health Post",7,7,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",10,10,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","St Pauls Mission Hospital",24,24,"HTS_TST_POS","Peads"
"Luapula","Nchelenge","Toka-Toka Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Chimembe Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Chinsaka Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Chipako Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Fwaka East 8 Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kabongo Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kalasa Mukoso Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kapata East 1 Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kapata Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kasanka Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Samfya","Kasoma Bangweulu Health Post",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Katanshya Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Mabo Kunda Rural Health Centre",2,2,"HTS_TST_POS","Peads"
"Luapula","Samfya","Mpanta Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Mushili Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Ninge Rural Health Centre",1,1,"HTS_TST_POS","Peads"
"Luapula","Samfya","Njipi Rural Health Centre",0,0,"HTS_TST_POS","Peads"
"Luapula","Samfya","Samfya District Hospital",9,9,"HTS_TST_POS","Peads"
"Luapula","Samfya","Samfya Stage II Rural Health Centre",11,11,"HTS_TST_POS","Peads"
"Luapula","Chembe","Chembe Min Hospital",421,421,"HTS_SELF","Adults"
"Luapula","Chembe","Chembe Rural Health Centre",1321,1321,"HTS_SELF","Adults"
"Luapula","Chembe","Chipete Rural Health Centre",795,795,"HTS_SELF","Adults"
"Luapula","Chembe","Fikombo Health Post",112,112,"HTS_SELF","Adults"
"Luapula","Chembe","Kasomalwela Rural Health Centre",535,535,"HTS_SELF","Adults"
"Luapula","Chembe","Kundamfumu Rural Health Centre",955,955,"HTS_SELF","Adults"
"Luapula","Chembe","Lukola Rural Health Centre",651,651,"HTS_SELF","Adults"
"Luapula","Chienge","Chienge District Hospital",1085,1085,"HTS_SELF","Adults"
"Luapula","Chienge","Chipungu Rural Health Centre",2123,2123,"HTS_SELF","Adults"
"Luapula","Chienge","Kabole Rural Health Centre",2825,2825,"HTS_SELF","Adults"
"Luapula","Chienge","Kabwe Rural Health Centre",982,982,"HTS_SELF","Adults"
"Luapula","Chienge","Kalembwe Rural Health Centre",1671,1671,"HTS_SELF","Adults"
"Luapula","Chienge","Kapako Health Post (Chienge)",140,140,"HTS_SELF","Adults"
"Luapula","Chienge","Lambwe Chikwama Health Post",360,360,"HTS_SELF","Adults"
"Luapula","Chienge","Lambwe Chomba Rural Health Centre",668,668,"HTS_SELF","Adults"
"Luapula","Chienge","Lukata Health Post",331,331,"HTS_SELF","Adults"
"Luapula","Chienge","Lunchinda Health Post",2762,2762,"HTS_SELF","Adults"
"Luapula","Chienge","Mukunta Rural Health Centre",1805,1805,"HTS_SELF","Adults"
"Luapula","Chienge","Mwabu Rural Health Centre",1220,1220,"HTS_SELF","Adults"
"Luapula","Chienge","Puta Rural Health Centre",3207,3207,"HTS_SELF","Adults"
"Luapula","Chienge","Sambula Rural Health Centre",1063,1063,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Chishi Rural Health Centre",1117,1117,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Kasaba Mission Hospital",3686,3686,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Lubwe Hospital Affiliated Health Centre",1076,1076,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Lubwe Mission Hospital",3290,3290,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Mbabala Rural Health Centre",1269,1269,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Mundubi Rural Health Centre",2370,2370,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Mwansakombe Rural Health Centre",794,794,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Mwewa Health Post",557,557,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Nambale Rural Health Centre",552,552,"HTS_SELF","Adults"
"Luapula","Chifunabuli","Shikamushile Rural Health Centre",1680,1680,"HTS_SELF","Adults"
"Luapula","Chipili","Chipili Rural Health Centre",1898,1898,"HTS_SELF","Adults"
"Luapula","Chipili","Chisheta Rural Health Centre",202,202,"HTS_SELF","Adults"
"Luapula","Chipili","Kalundu Rural Health Centre",706,706,"HTS_SELF","Adults"
"Luapula","Chipili","Luminu Rural Health Centre",205,205,"HTS_SELF","Adults"
"Luapula","Chipili","Mukanga Health Post",100,100,"HTS_SELF","Adults"
"Luapula","Chipili","Mukonshi Rural Health Centre",465,465,"HTS_SELF","Adults"
"Luapula","Chipili","Mupeta Rural Health Centre",331,331,"HTS_SELF","Adults"
"Luapula","Chipili","Mutipula Rural Health Centre",1004,1004,"HTS_SELF","Adults"
"Luapula","Chipili","Mwenda Rural Health Centre",1503,1503,"HTS_SELF","Adults"
"Luapula","Kawambwa","Kawambwa District Hospital",2857,2857,"HTS_SELF","Adults"
"Luapula","Kawambwa","Kawambwa Hospital Affiliated Health Centre",1737,1737,"HTS_SELF","Adults"
"Luapula","Kawambwa","Kawambwa Tea Rural Health Centre",1704,1704,"HTS_SELF","Adults"
"Luapula","Kawambwa","Mufwaya Rural Health Centre",675,675,"HTS_SELF","Adults"
"Luapula","Kawambwa","Munkanta Rural Health Centre",2069,2069,"HTS_SELF","Adults"
"Luapula","Kawambwa","Mushota Zonal Rural Health Centre",2112,2112,"HTS_SELF","Adults"
"Luapula","Kawambwa","Muyembe Rural Health Centre",395,395,"HTS_SELF","Adults"
"Luapula","Lunga","Bwalya Mponda Rural Health Centre",580,580,"HTS_SELF","Adults"
"Luapula","Lunga","Kalima Nkonde Rural Health Centre",196,196,"HTS_SELF","Adults"
"Luapula","Lunga","Kasoma Lunga Rural Health Centre",678,678,"HTS_SELF","Adults"
"Luapula","Lunga","Nsalushi Rural Health Centre",508,508,"HTS_SELF","Adults"
"Luapula","Mansa","Buntungwa Urban Health Centre",5666,5666,"HTS_SELF","Adults"
"Luapula","Mansa","Central Urban Health Centre",5985,5985,"HTS_SELF","Adults"
"Luapula","Mansa","Chisembe Rural Health Centre",1618,1618,"HTS_SELF","Adults"
"Luapula","Mansa","Chisunka Rural Health Centre",1179,1179,"HTS_SELF","Adults"
"Luapula","Mansa","Fibale Health Post",2022,2022,"HTS_SELF","Adults"
"Luapula","Mansa","Fimpulu Rural Health Centre",1055,1055,"HTS_SELF","Adults"
"Luapula","Mansa","Fiyongoli Health Post",1604,1604,"HTS_SELF","Adults"
"Luapula","Mansa","Kabunda Rural Health Centre",1544,1544,"HTS_SELF","Adults"
"Luapula","Mansa","Kafula Health Post",359,359,"HTS_SELF","Adults"
"Luapula","Mansa","Kalaba Rural Health Centre (Mansa)",1627,1627,"HTS_SELF","Adults"
"Luapula","Mansa","Kansenga Rural Health Centre",738,738,"HTS_SELF","Adults"
"Luapula","Mansa","Kapanda Mini-Hospital",582,582,"HTS_SELF","Adults"
"Luapula","Mansa","Kapompwa Health Post",2067,2067,"HTS_SELF","Adults"
"Luapula","Mansa","Kasongo Mini-Hospital",2543,2543,"HTS_SELF","Adults"
"Luapula","Mansa","Katangwe Rural Health Centre",1007,1007,"HTS_SELF","Adults"
"Luapula","Mansa","Lubende Rural Health Centre",2285,2285,"HTS_SELF","Adults"
"Luapula","Mansa","Mabumba Rural Health Centre",2383,2383,"HTS_SELF","Adults"
"Luapula","Mansa","Malamba Health Post",380,380,"HTS_SELF","Adults"
"Luapula","Mansa","Mano Rural Health Centre",1431,1431,"HTS_SELF","Adults"
"Luapula","Mansa","Mansa Correctional Facility",579,579,"HTS_SELF","Adults"
"Luapula","Mansa","Mansa District Hospital",1202,1202,"HTS_SELF","Adults"
"Luapula","Mansa","Mansa General Hospital",7852,7852,"HTS_SELF","Adults"
"Luapula","Mansa","Mantumbusa Rural Health Centre",815,815,"HTS_SELF","Adults"
"Luapula","Mansa","Mashimi Health Post",174,174,"HTS_SELF","Adults"
"Luapula","Mansa","Matanda Rural Health Centre",1624,1624,"HTS_SELF","Adults"
"Luapula","Mansa","Matelo Health Post",99,99,"HTS_SELF","Adults"
"Luapula","Mansa","Mibenge Rural Health Centre",1567,1567,"HTS_SELF","Adults"
"Luapula","Mansa","Moloshi Rural Health Centre",2675,2675,"HTS_SELF","Adults"
"Luapula","Mansa","Mufuma Health Post",307,307,"HTS_SELF","Adults"
"Luapula","Mansa","Musaila Rural Health Centre",2025,2025,"HTS_SELF","Adults"
"Luapula","Mansa","Musumali Health Post",3530,3530,"HTS_SELF","Adults"
"Luapula","Mansa","Mutiti Rural Health Centre",1471,1471,"HTS_SELF","Adults"
"Luapula","Mansa","Mutwewankoko Rural Health Centre",188,188,"HTS_SELF","Adults"
"Luapula","Mansa","Muwanguni Rural Health Centre",1839,1839,"HTS_SELF","Adults"
"Luapula","Mansa","Mwela Health Post",281,281,"HTS_SELF","Adults"
"Luapula","Mansa","Namwandwe Health Post",2192,2192,"HTS_SELF","Adults"
"Luapula","Mansa","Ndoba Rural Health Centre",2262,2262,"HTS_SELF","Adults"
"Luapula","Mansa","Nsonga Rural Health Centre",1244,1244,"HTS_SELF","Adults"
"Luapula","Mansa","Paul Mambilima Rural Health Centre",2448,2448,"HTS_SELF","Adults"
"Luapula","Mansa","Sande Health Post",525,525,"HTS_SELF","Adults"
"Luapula","Mansa","Senama Level1 Hospital",8847,8847,"HTS_SELF","Adults"
"Luapula","Mansa","Sumbu Health Post",4630,4630,"HTS_SELF","Adults"
"Luapula","Milenge","Chipundu Health Post",147,147,"HTS_SELF","Adults"
"Luapula","Milenge","Kabange Rural Health Centre",634,634,"HTS_SELF","Adults"
"Luapula","Milenge","Kapalala Rural Health Centre",364,364,"HTS_SELF","Adults"
"Luapula","Milenge","Lwela Rural Health Centre",873,873,"HTS_SELF","Adults"
"Luapula","Milenge","Milenge District Hospital",964,964,"HTS_SELF","Adults"
"Luapula","Milenge","Milenge East 7 Rural Health Centre",1527,1527,"HTS_SELF","Adults"
"Luapula","Milenge","Mulumbi Rural Health Centre",748,748,"HTS_SELF","Adults"
"Luapula","Milenge","Sokontwe Rural Health Centre",287,287,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Chipunka Rural Health Centre",1508,1508,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Kazembe Zonal Rural Health Centre",4428,4428,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Lufubu Rural Health Centre",1894,1894,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Mbereshi Mission Hospital",3545,3545,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Mukamba Rural Health Centre",1256,1256,"HTS_SELF","Adults"
"Luapula","Mwansabombwe","Salanga Rural Health Centre",2199,2199,"HTS_SELF","Adults"
"Luapula","Mwense","Chibondo Rural Health Centre",391,391,"HTS_SELF","Adults"
"Luapula","Mwense","Kashiba Rural Health Centre",1148,1148,"HTS_SELF","Adults"
"Luapula","Mwense","Katuta Rural Health Centre-Mwense",294,294,"HTS_SELF","Adults"
"Luapula","Mwense","Kawama Rural Health Centre",659,659,"HTS_SELF","Adults"
"Luapula","Mwense","Lubunda Rural Health Centre",912,912,"HTS_SELF","Adults"
"Luapula","Mwense","Lukwesa Rural Health Centre",1327,1327,"HTS_SELF","Adults"
"Luapula","Mwense","Mambilima Mission Hospital",1465,1465,"HTS_SELF","Adults"
"Luapula","Mwense","Mununshi Rural Health Centre",459,459,"HTS_SELF","Adults"
"Luapula","Mwense","Musangu Rural Health Centre",1587,1587,"HTS_SELF","Adults"
"Luapula","Mwense","Musonda Rural Health Centre",506,506,"HTS_SELF","Adults"
"Luapula","Mwense","Mwense District Hospital",123,123,"HTS_SELF","Adults"
"Luapula","Mwense","Mwense Rural Health Centre",1695,1695,"HTS_SELF","Adults"
"Luapula","Mwense","Zesco Musonda Rural Health Centre",194,194,"HTS_SELF","Adults"
"Luapula","Nchelenge","Chabilikila Rural Health Centre",2525,2525,"HTS_SELF","Adults"
"Luapula","Nchelenge","Chisenga Rural Health Centre",2334,2334,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kabalenge Rural Health Centre",1269,1269,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kabuta Rural Health Centre",8935,8935,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kafutuma Rural Health Centre",3975,3975,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kambwali Rural Health Centre",4179,4179,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kanyembo Rural Health Centre",2701,2701,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kapambwe Health Post",1898,1898,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kashikishi Hospital Affiliated Health Centre",9069,9069,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kasumpa Health Post",361,361,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kefulwa Health Post",1395,1395,"HTS_SELF","Adults"
"Luapula","Nchelenge","Kilwa Rural Health Centre",3012,3012,"HTS_SELF","Adults"
"Luapula","Nchelenge","Lushiba Health Post",2256,2256,"HTS_SELF","Adults"
"Luapula","Nchelenge","Mantampala Rural Health Centre",3707,3707,"HTS_SELF","Adults"
"Luapula","Nchelenge","Mulwe Health Post",1664,1664,"HTS_SELF","Adults"
"Luapula","Nchelenge","Nchelenge Correctional Facility",101,101,"HTS_SELF","Adults"
"Luapula","Nchelenge","Nchelenge Rural Health Centre",4542,4542,"HTS_SELF","Adults"
"Luapula","Nchelenge","St Pauls Mission Hospital",5359,5359,"HTS_SELF","Adults"
"Luapula","Nchelenge","Toka-Toka Health Post",244,244,"HTS_SELF","Adults"
"Luapula","Samfya","Chimembe Rural Health Centre",1590,1590,"HTS_SELF","Adults"
